date,state,total_enrolments,age_0_5,age_5_17,age_18_greater,num_districts,total_bio_updates,bio_age_5_17,bio_age_17_,total_demo_updates,demo_age_5_17,demo_age_17_,total_updates
2025-06-01,Punjab,2742.0,1704.0,846.0,192.0,10.0,221505.0,92330.0,129175.0,43206.0,3715.0,39491.0,264711.0
2025-06-01,Rajasthan,6616.0,4094.0,2354.0,168.0,11.0,416695.0,197243.0,219452.0,65449.0,6789.0,58660.0,482144.0
2025-06-01,Sikkim,0.0,0.0,0.0,0.0,0.0,2057.0,823.0,1234.0,0.0,0.0,0.0,2057.0
2025-06-01,Tamil Nadu,1931.0,1355.0,393.0,183.0,15.0,511757.0,193182.0,318575.0,11415.0,1420.0,9995.0,523172.0
2025-06-01,Telangana,1516.0,849.0,598.0,69.0,4.0,205116.0,113794.0,91322.0,54541.0,8796.0,45745.0,259657.0
2025-06-01,Tripura,167.0,60.0,87.0,20.0,2.0,32493.0,15530.0,16963.0,0.0,0.0,0.0,32493.0
2025-06-01,Uttar Pradesh,48753.0,21109.0,26080.0,1564.0,90.0,856455.0,522937.0,333518.0,144904.0,10059.0,134845.0,1001359.0
2025-06-01,Uttarakhand,294.0,160.0,80.0,54.0,1.0,59777.0,25178.0,34599.0,21938.0,2226.0,19712.0,81715.0
2025-06-01,West Bengal,7271.0,3194.0,3323.0,754.0,43.0,287702.0,121164.0,166538.0,88491.0,8350.0,80141.0,376193.0
2025-07-01,Andaman And Nicobar Islands,0.0,0.0,0.0,0.0,0.0,2828.0,1095.0,1733.0,438.0,40.0,398.0,3266.0
2025-07-01,Andhra Pradesh,956.0,473.0,372.0,111.0,6.0,334226.0,140116.0,194110.0,87491.0,12952.0,74539.0,421717.0
2025-07-01,Arunachal Pradesh,484.0,89.0,352.0,43.0,2.0,8442.0,4119.0,4323.0,0.0,0.0,0.0,8442.0
2025-07-01,Assam,47873.0,30769.0,11877.0,5227.0,169.0,95172.0,51489.0,43683.0,44448.0,4737.0,39711.0,139620.0
2025-07-01,Bihar,59274.0,19008.0,38019.0,2247.0,81.0,604061.0,253037.0,351024.0,8517.0,628.0,7889.0,612578.0
2025-07-01,Chandigarh,0.0,0.0,0.0,0.0,0.0,32547.0,27837.0,4710.0,11580.0,2093.0,9487.0,44127.0
2025-07-01,Chhattisgarh,7587.0,5376.0,1792.0,419.0,13.0,346567.0,80588.0,265979.0,163927.0,17056.0,146871.0,510494.0
2025-07-01,Dadra And Nagar Haveli And Daman And Diu,467.0,360.0,92.0,15.0,1.0,4825.0,1519.0,3306.0,0.0,0.0,0.0,4825.0
2025-07-01,Delhi,18784.0,12568.0,5476.0,740.0,32.0,172708.0,68606.0,104102.0,186243.0,29267.0,156976.0,358951.0
2025-07-01,Goa,42.0,21.0,10.0,11.0,1.0,7400.0,2563.0,4837.0,0.0,0.0,0.0,7400.0
2025-07-01,Gujarat,60833.0,33294.0,23945.0,3594.0,160.0,541874.0,250482.0,291392.0,89482.0,9325.0,80157.0,631356.0
